sensitivity,level,episodes,raw_mean_episode_hard_safety_cost,mean_episode_cost_eur,cvar90_episode_cost_eur,mean_episode_safety_cost,mean_episode_hard_safety_cost,unsafe_episode_rate,mean_projection_distance_l2,mean_weighted_projection_distance,mean_decision_time_ms,intervention_rate,pass_through_rate,partial_projection_rate,full_projection_rate
ood_threshold,2.5-3.5,1,75.23746200972575,25311.02028622482,25311.02028622482,27.496580724175807,0.0,0.0,0.6997907341768345,0.6785813845229764,134.37717916665784,0.8333333333333334,0.0,0.0,1.0
ood_threshold,3.0-4.0,1,74.91163554216774,24943.325630087445,24943.325630087445,18.004859262164473,0.0,0.0,0.629539410273234,0.6106782816814628,152.59682500000102,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0
ood_threshold,3.5-4.5,1,74.91163554216774,24943.325630087445,24943.325630087445,18.004859262164473,0.0,0.0,0.629539410273234,0.6106782816814628,151.60144166666592,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0
distance_weight,0.5,1,75.23746200972575,25311.02028622482,25311.02028622482,27.496580724175807,0.0,0.0,0.6997907341768345,0.47982949858315277,146.24797083332433,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334
distance_weight,1.0,1,75.23746200972575,25311.02028622482,25311.02028622482,27.496580724175807,0.0,0.0,0.6997907341768345,0.6785813845229764,130.94704166666796,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334
distance_weight,2.0,1,75.23746200972575,25311.02028622482,25311.02028622482,27.496580724175807,0.0,0.0,0.6997907341768345,0.9596589971663055,155.50495416666385,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334
load_multiplier,1.0,1,75.23746200972575,25311.02028622482,25311.02028622482,27.496580724175807,0.0,0.0,0.6997907341768345,0.6785813845229764,128.52606249999354,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334
load_multiplier,1.2,1,126.19994554757422,30346.662332940585,30346.662332940585,17.930086408884755,1.9000509610123117e-07,0.0,1.053533681978782,1.0331236033594866,100.77557083334199,0.9583333333333334,0.041666666666666664,0.0,0.9583333333333334
load_multiplier,1.5,1,208.15319583036631,193243.13894163677,193243.13894163677,40.03690060856097,19.245870767682092,1.0,1.4238227382302284,1.4063442961070969,48.42418750000377,1.0,0.0,0.0,1.0
