utc_timestamp,electric_load_actual_mw,solar_generation_actual_mw,wind_generation_actual_mw,wind_offshore_generation_actual_mw,wind_onshore_generation_actual_mw,imputed_opsd,temperature_c,radiation_direct_horizontal_w_m2,radiation_diffuse_horizontal_w_m2,imputed_weather,cop_ashp_floor,cop_ashp_radiator,cop_ashp_water,heat_profile_space_com_mw_per_twh,heat_profile_space_mfh_mw_per_twh,heat_profile_space_sfh_mw_per_twh,heat_profile_water_com_mw_per_twh,heat_profile_water_mfh_mw_per_twh,heat_profile_water_sfh_mw_per_twh,imputed_when2heat,heat_demand_reference_2015_mw,radiation_global_horizontal_w_m2,imputed_any,electric_load_mw,heat_load_mw_th,pv_available_mw,wind_available_mw,grid_import_mw,grid_export_mw,electric_shedding_mw,pv_curtailment_mw,wind_curtailment_mw,chp_electric_mw,heat_pump_heat_mw_th,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,thermal_charge_mw_th,thermal_discharge_mw_th,thermal_soc_mwh_th,heat_shedding_mw_th,heat_dump_mw_th,electricity_import_price_eur_per_mwh,chp_heat_mw_th,heat_pump_electric_mw,pv_used_mw,wind_used_mw,electric_balance_residual_mw,heat_balance_residual_mw_th
2018-03-15 00:00:00+00:00,50545.0,0.0,19310.0,4315.0,14995.0,False,-0.394,0.0,0.0,False,3.28,2.78,2.24,149.0,112.0,109.0,83.0,71.0,15.0,False,63952.875891,0.0,False,6.5178145430630945,4.247673284030628,0.0,1.760576221735959,7.8545489636871455,0.0,0.0,0.0,0.0,1.073608882052617,6.399131657151545,1.8690736045739405,0.0,5.773619924345244,3.952591229266325,0.0,13.73496166780301,0.5128021976822676,0.0,80.0,1.2883306584631404,2.3018459198386854,0.0,1.760576221735959,3.552713678800501e-15,0.0
2018-03-15 01:00:00+00:00,50153.0,0.0,20876.0,4535.0,16341.0,False,-0.576,0.0,0.0,False,3.26,2.76,2.23,154.0,110.0,114.0,87.0,69.0,12.0,False,65650.624986,0.0,False,6.467265857715766,4.360435741908359,0.0,1.9033552151714077,0.0,1.951391687615657,0.0,0.0,0.0,3.9167088161107917,2.983027673555693,0.0,3.6794006421491128,1.8976798068576897,0.0,2.5757684816117585,10.996156500665553,0.0,5.898410992592043,80.0,4.70005057933295,1.0808071280998888,0.0,1.9033552151714077,0.0,0.0
2018-03-15 02:00:00+00:00,50833.0,0.0,21988.0,4741.0,17248.0,False,-0.72,0.0,0.0,False,3.25,2.74,2.22,169.0,122.0,125.0,89.0,66.0,23.0,False,72211.123902,0.0,False,6.554952352706031,4.796176208418432,0.0,2.0047410649161197,2.191137588430867,0.0,0.0,0.0,0.0,2.6902832724006194,3.388124533137619,0.0,0.9053322273736137,0.9437496749820359,2.154560303422157,0.0,13.020996475915272,0.33427205182222686,0.0,80.0,3.2283399268807433,1.2365418004151894,0.0,2.0047410649161197,0.0,0.0
2018-03-15 03:00:00+00:00,52137.0,0.0,23778.0,4861.0,18917.0,False,-0.85,0.0,0.0,False,3.24,2.73,2.21,181.0,152.0,151.0,122.0,106.0,54.0,False,85790.271593,0.0,False,6.7231041019226545,5.698086905370905,0.0,2.1679431072210065,3.9881985971621017,0.0,0.0,0.0,0.0,2.6862114092323246,3.6518080113239137,0.7815903994862161,0.0,1.6857886796564503,0.0,1.0470806061810978,11.892764371193865,0.0,2.2242554032128954,80.0,3.2234536910787894,1.337658612206562,0.0,2.1679431072210065,0.0,0.0
2018-03-15 04:00:00+00:00,55689.0,0.0,25507.0,4928.0,20579.0,False,-0.956,0.0,0.0,False,3.24,2.73,2.21,193.0,229.0,203.0,197.0,145.0,169.0,False,114316.176604,0.0,False,7.1811370875188585,7.5927432899334635,0.0,2.3255835156819837,1.4516602011114959,0.0,0.0,0.0,0.0,4.784773893128596,6.06709676684979,0.0,0.8414992456736277,0.8,2.1638136980997604,0.0,13.92460185564625,0.0,2.0522684505708826,80.0,5.7417286717543154,2.2223797680768462,0.0,2.3255835156819837,-8.881784197001252e-16,0.0
2018-03-15 05:00:00+00:00,62883.0,87.0,26986.0,4604.0,22382.0,False,-0.972,0.7834,6.2491,False,3.24,2.73,2.21,227.0,238.0,251.0,222.0,123.0,264.0,False,135878.345333,7.0325,False,8.108808624224682,9.024876665952965,0.012217099258080372,2.4604303428154632,3.655929154882708,0.0,0.0,0.0,0.0,4.1759692208027,3.138203272623701,1.0462121852472,0.0,1.7935015759848398,2.465551614924404,0.0,16.239026686113142,3.3410619432904287,0.0,80.0,5.01116306496324,1.1495250082870698,0.012217099258080372,2.4604303428154632,0.0,0.0
2018-03-15 06:00:00+00:00,68366.0,2098.0,26318.0,4050.0,22268.0,False,-0.066,22.2001,65.7361,False,3.3,2.8,2.24,244.0,221.0,238.0,221.0,155.0,227.0,False,133248.624228,87.9362,False,8.815845465447651,8.850213745380037,0.2946146464764669,2.399525893508388,6.179142101760988,0.0,0.0,0.0,0.0,4.387443950150668,5.484830646246302,2.4860130385037507,0.0,4.15431721177541,0.0,2.349854562030849,13.733017514813707,0.0,4.2494042030779156,95.0,5.264932740180801,1.9588680879451081,0.2946146464764669,2.399525893508388,0.0,0.0
2018-03-15 07:00:00+00:00,70450.0,6400.0,26298.0,3938.0,22359.0,False,1.724,115.8164,113.8941,False,3.39,2.92,2.29,265.0,221.0,229.0,166.0,139.0,172.0,False,130599.312975,229.7105,False,9.084578782447226,8.674249670681819,0.898729140824303,2.397702407002188,0.5745423583513389,0.0,0.0,0.0,0.0,3.463065026977195,4.162706429924663,0.0,3.176124243102017,0.8089513762200311,1.6327233190563502,0.0,15.256638632887611,1.9885885274408732,0.0,95.0,4.1556780323726334,1.425584393809816,0.898729140824303,2.397702407002188,0.0,0.0
2018-03-15 08:00:00+00:00,70499.0,11134.0,26713.0,3852.0,22861.0,False,4.042,264.7483,118.164,False,3.5,3.04,2.34,248.0,210.0,214.0,154.0,141.0,165.0,False,122794.84885,382.9123,False,9.090897368115643,8.155886527538115,1.5635078521777799,2.4355397520058353,2.910832598783484,0.0,0.0,0.0,0.0,5.428224435320117,9.897361675845035,0.0,0.008503807409029507,0.8,1.5711906560894136,0.0,16.71875647890678,0.0,6.684153814601647,115.0,6.51386932238414,3.2557110775806035,1.5635078521777799,2.4355397520058353,0.0,0.0
2018-03-15 09:00:00+00:00,71289.0,14872.0,27646.0,3588.0,24058.0,False,6.055,368.7061,123.8467,False,3.62,3.18,2.4,229.0,204.0,202.0,151.0,134.0,150.0,False,115515.328125,492.5528,False,9.192768443177862,7.672389495178993,2.0884218409904745,2.5206053975200584,6.506088960891031,0.0,0.0,0.0,0.0,4.6452729457852495,9.58464400964034,3.5535817052667067,0.0,4.175502620003371,1.3486773906244423,0.0,17.966562487042186,0.0,6.137904658779203,115.0,5.5743275349423,3.014038996742245,2.0884218409904745,2.5206053975200584,0.0,0.0
