utc_timestamp,electric_load_mw,heat_load_mw_th,pv_available_mw,wind_available_mw,cop_ashp_radiator,temperature_c,grid_import_mw,grid_export_mw,chp_electric_mw,heat_pump_heat_mw_th,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,thermal_charge_mw_th,thermal_discharge_mw_th,thermal_soc_mwh_th,electric_shedding_mw,heat_shedding_mw_th,pv_curtailment_mw,wind_curtailment_mw,chp_heat_mw_th,heat_pump_electric_mw,pv_used_mw,wind_used_mw,electricity_import_price_eur_per_mwh,objective_eur,mpc_solve_time_s,heat_dump_mw_th,electric_balance_residual_mw,heat_balance_residual_mw_th
2018-03-15 00:00:00+00:00,6.5178145430630945,4.247673284030628,0.0,1.760576221735959,2.78,-0.394,8.083739502633119,0.0,0.0,9.247673284030629,0.0,0.0,3.998,5.0,0.0,14.73,0.0,0.0,0.0,0.0,0.0,3.3265011813059817,0.0,1.760576221735959,80.0,51556.43118270823,0.0,0.0,1.7763568394002505e-15,8.881784197001252e-16
2018-03-15 01:00:00+00:00,6.467265857715766,4.360435741908359,0.0,1.9033552151714077,2.76,-0.576,6.2072772654987896,0.0,0.0,4.5356918793542285,0.0,0.0,3.9960010000000006,0.17525613744587,0.0,14.867033330573577,0.0,0.0,0.0,0.0,0.0,1.6433666229544308,0.0,1.9033552151714077,80.0,51556.43118270823,0.0,0.0,8.881784197001252e-16,0.0
2018-03-15 02:00:00+00:00,6.554952352706031,4.796176208418432,0.0,2.0047410649161197,2.74,-0.72,6.300640560935324,0.0,0.0,4.796176208418432,0.0,0.0,3.9940029995000006,0.0,0.0,14.83729926391243,0.0,0.0,0.0,0.0,0.0,1.750429273145413,0.0,2.0047410649161197,80.0,51556.43118270823,0.0,0.0,8.881784197001252e-16,0.0
2018-03-15 03:00:00+00:00,6.7231041019226545,5.698086905370905,0.0,2.1679431072210065,2.73,-0.85,6.642372315350331,0.0,0.0,5.698086905370905,0.0,0.0,3.9920059980002507,0.0,0.0,14.807624665384605,0.0,0.0,0.0,0.0,0.0,2.087211320648683,0.0,2.1679431072210065,80.0,51556.43118270823,0.0,0.0,0.0,0.0
2018-03-15 04:00:00+00:00,7.1811370875188585,7.5927432899334635,0.0,2.3255835156819837,2.73,-0.956,7.959953471122599,0.0,0.0,7.5927432899334635,0.3231752509584486,0.0,4.297026483411777,0.0,0.0,14.778009416053836,0.0,0.0,0.0,0.0,0.0,2.7812246483272762,0.0,2.3255835156819837,80.0,51556.43118270823,0.0,0.0,8.881784197001252e-16,0.0
2018-03-15 05:00:00+00:00,8.108808624224682,9.024876665952965,0.012217099258080372,2.4604303428154632,2.73,-0.972,12.0,0.0,0.0,9.024876665952965,3.0580231892946625,0.0,7.2,0.0,0.0,14.748453397221729,0.0,0.0,0.0,0.0,0.0,3.3058156285541997,0.012217099258080372,2.4604303428154632,80.0,51556.43118270823,0.0,0.0,0.0,0.0
2018-03-15 06:00:00+00:00,8.815845465447651,8.850213745380037,0.2946146464764669,2.399525893508388,2.8,-0.066,7.496781263098525,0.0,0.0,3.850213745380037,0.0,0.0,7.196400000000001,0.0,5.0,9.455798595690442,0.0,0.0,0.0,0.0,0.0,1.3750763376357276,0.2946146464764669,2.399525893508388,95.0,51556.43118270823,0.0,0.0,1.7763568394002505e-15,0.0
2018-03-15 07:00:00+00:00,9.084578782447226,8.674249670681819,0.898729140824303,2.397702407002188,2.92,1.724,4.094937865881649,0.0,2.091849763932027,1.1640299539633872,0.0,0.0,7.192801800000001,0.0,5.0,4.173729103762222,0.0,0.0,0.0,0.0,2.510219716718432,0.3986403951929408,0.898729140824303,2.397702407002188,95.0,51556.43118270823,0.0,0.0,0.0,0.0
2018-03-15 08:00:00+00:00,9.090897368115643,8.155886527538115,1.5635078521777799,2.4355397520058353,3.04,4.042,0.0,0.0,5.091849763932027,0.0,0.0,0.0,7.189205399100001,0.0,2.045666810819683,2.0120481604813474,0.0,0.0,0.0,0.0,6.110219716718432,0.0,1.5635078521777799,2.4355397520058353,115.0,51556.43118270823,0.0,0.0,0.0,0.0
2018-03-15 09:00:00+00:00,9.192768443177862,7.672389495178993,2.0884218409904745,2.5206053975200584,3.18,6.055,0.0,0.0,5.079608795895228,1.5768589401047193,0.0,0.0,7.185610796400452,0.0,0.0,2.008024064160385,0.0,0.0,0.0,0.0,6.095530555074274,0.49586759122789914,2.0884218409904745,2.5206053975200584,115.0,51556.43118270823,0.0,0.0,0.0,0.0
