algorithm,seed,step,actor_loss,critic_loss
bc,0,100,0.2601476311683655,0.0
bc,0,101,0.27254167199134827,0.0
bc,0,102,0.23973366618156433,0.0
bc,0,103,0.24560560286045074,0.0
bc,0,104,0.24425570666790009,0.0
bc,0,105,0.23049183189868927,0.0
bc,0,106,0.23756307363510132,0.0
bc,0,107,0.24099990725517273,0.0
bc,0,108,0.248252734541893,0.0
bc,0,109,0.23723918199539185,0.0
bc,0,110,0.24426394701004028,0.0
bc,0,111,0.24469080567359924,0.0
bc,0,112,0.24228525161743164,0.0
bc,0,113,0.2434849590063095,0.0
bc,0,114,0.2357988953590393,0.0
bc,0,115,0.2508542537689209,0.0
bc,0,116,0.2423602044582367,0.0
bc,0,117,0.2375176101922989,0.0
bc,0,118,0.22108761966228485,0.0
bc,0,119,0.21733233332633972,0.0
bc,0,120,0.2459729015827179,0.0
bc,0,121,0.22390428185462952,0.0
bc,0,122,0.22377921640872955,0.0
bc,0,123,0.23850974440574646,0.0
bc,0,124,0.23727765679359436,0.0
bc,0,125,0.24284106492996216,0.0
bc,0,126,0.25062867999076843,0.0
bc,0,127,0.22822746634483337,0.0
bc,0,128,0.23356500267982483,0.0
bc,0,129,0.2295258641242981,0.0
bc,0,130,0.22743481397628784,0.0
bc,0,131,0.24163973331451416,0.0
bc,0,132,0.23093445599079132,0.0
bc,0,133,0.2359800934791565,0.0
bc,0,134,0.2396967113018036,0.0
bc,0,135,0.22512170672416687,0.0
bc,0,136,0.2347843050956726,0.0
bc,0,137,0.24111604690551758,0.0
bc,0,138,0.23801752924919128,0.0
bc,0,139,0.21295122802257538,0.0
bc,0,140,0.22216400504112244,0.0
bc,0,141,0.2423902004957199,0.0
bc,0,142,0.21982520818710327,0.0
bc,0,143,0.23140749335289001,0.0
bc,0,144,0.22917494177818298,0.0
bc,0,145,0.21682170033454895,0.0
bc,0,146,0.23700079321861267,0.0
bc,0,147,0.22791002690792084,0.0
bc,0,148,0.21217623353004456,0.0
bc,0,149,0.23148423433303833,0.0
bc,0,150,0.21350207924842834,0.0
bc,0,151,0.23926983773708344,0.0
bc,0,152,0.2065521478652954,0.0
bc,0,153,0.2279931604862213,0.0
bc,0,154,0.2159729152917862,0.0
bc,0,155,0.23334911465644836,0.0
bc,0,156,0.23103782534599304,0.0
bc,0,157,0.21045958995819092,0.0
bc,0,158,0.21468901634216309,0.0
bc,0,159,0.23593981564044952,0.0
bc,0,160,0.21549785137176514,0.0
bc,0,161,0.23665687441825867,0.0
bc,0,162,0.237098827958107,0.0
bc,0,163,0.22457358241081238,0.0
bc,0,164,0.22782525420188904,0.0
bc,0,165,0.2107141762971878,0.0
bc,0,166,0.2318105250597,0.0
bc,0,167,0.22287462651729584,0.0
bc,0,168,0.20304253697395325,0.0
bc,0,169,0.20868101716041565,0.0
bc,0,170,0.22212611138820648,0.0
bc,0,171,0.22817985713481903,0.0
bc,0,172,0.22902972996234894,0.0
bc,0,173,0.22241705656051636,0.0
bc,0,174,0.2157617211341858,0.0
bc,0,175,0.23781254887580872,0.0
bc,0,176,0.19537535309791565,0.0
bc,0,177,0.20637933909893036,0.0
bc,0,178,0.19925092160701752,0.0
bc,0,179,0.22849389910697937,0.0
bc,0,180,0.2170095443725586,0.0
bc,0,181,0.20520631968975067,0.0
bc,0,182,0.19669996201992035,0.0
bc,0,183,0.22394776344299316,0.0
bc,0,184,0.21918174624443054,0.0
bc,0,185,0.2116318941116333,0.0
bc,0,186,0.22817844152450562,0.0
bc,0,187,0.22232839465141296,0.0
bc,0,188,0.2163810431957245,0.0
bc,0,189,0.23591330647468567,0.0
bc,0,190,0.2257395088672638,0.0
bc,0,191,0.1931409239768982,0.0
bc,0,192,0.21608880162239075,0.0
bc,0,193,0.22469092905521393,0.0
bc,0,194,0.20797468721866608,0.0
bc,0,195,0.20239844918251038,0.0
bc,0,196,0.1945466697216034,0.0
bc,0,197,0.21239277720451355,0.0
bc,0,198,0.2088220715522766,0.0
bc,0,199,0.2238464206457138,0.0
bc,0,200,0.22926867008209229,0.0
bc,0,201,0.19786328077316284,0.0
bc,0,202,0.22867831587791443,0.0
bc,0,203,0.21416348218917847,0.0
bc,0,204,0.24502073228359222,0.0
bc,0,205,0.21627162396907806,0.0
bc,0,206,0.2231878787279129,0.0
bc,0,207,0.20788052678108215,0.0
bc,0,208,0.1925658881664276,0.0
bc,0,209,0.2250121533870697,0.0
bc,0,210,0.2181948572397232,0.0
bc,0,211,0.22356411814689636,0.0
bc,0,212,0.20883165299892426,0.0
bc,0,213,0.1967521607875824,0.0
bc,0,214,0.20955799520015717,0.0
bc,0,215,0.21927510201931,0.0
bc,0,216,0.23098187148571014,0.0
bc,0,217,0.23300114274024963,0.0
bc,0,218,0.19933830201625824,0.0
bc,0,219,0.20593395829200745,0.0
bc,0,220,0.2089470624923706,0.0
bc,0,221,0.20634989440441132,0.0
bc,0,222,0.23032185435295105,0.0
bc,0,223,0.23347212374210358,0.0
bc,0,224,0.20599646866321564,0.0
bc,0,225,0.21243274211883545,0.0
bc,0,226,0.20591522753238678,0.0
bc,0,227,0.20103122293949127,0.0
bc,0,228,0.1940077692270279,0.0
bc,0,229,0.21357645094394684,0.0
bc,0,230,0.20799188315868378,0.0
bc,0,231,0.2115284502506256,0.0
bc,0,232,0.20264892280101776,0.0
bc,0,233,0.20331384241580963,0.0
bc,0,234,0.18994571268558502,0.0
bc,0,235,0.19349676370620728,0.0
bc,0,236,0.2320220172405243,0.0
bc,0,237,0.21273300051689148,0.0
bc,0,238,0.235245019197464,0.0
bc,0,239,0.21215303242206573,0.0
bc,0,240,0.19232408702373505,0.0
bc,0,241,0.21602720022201538,0.0
bc,0,242,0.2175418734550476,0.0
bc,0,243,0.2384432852268219,0.0
bc,0,244,0.20064415037631989,0.0
bc,0,245,0.21435382962226868,0.0
bc,0,246,0.19939740002155304,0.0
bc,0,247,0.22108402848243713,0.0
bc,0,248,0.20645764470100403,0.0
bc,0,249,0.18818208575248718,0.0
bc,1,0,0.3429105281829834,0.0
bc,1,1,0.3411571681499481,0.0
bc,1,2,0.3487285077571869,0.0
bc,1,3,0.35277897119522095,0.0
bc,1,4,0.3459532558917999,0.0
bc,1,5,0.33610841631889343,0.0
bc,1,6,0.3333256244659424,0.0
bc,1,7,0.3105536103248596,0.0
bc,1,8,0.3313014805316925,0.0
bc,1,9,0.31516483426094055,0.0
bc,1,10,0.32628288865089417,0.0
bc,1,11,0.3368878960609436,0.0
bc,1,12,0.3324648439884186,0.0
bc,1,13,0.314890593290329,0.0
bc,1,14,0.324797123670578,0.0
bc,1,15,0.3225373327732086,0.0
bc,1,16,0.3610803186893463,0.0
bc,1,17,0.3193567097187042,0.0
bc,1,18,0.3099878132343292,0.0
bc,1,19,0.3329724967479706,0.0
bc,1,20,0.33246317505836487,0.0
bc,1,21,0.3227672278881073,0.0
bc,1,22,0.3177686631679535,0.0
bc,1,23,0.31424376368522644,0.0
bc,1,24,0.3181980848312378,0.0
bc,1,25,0.30939781665802,0.0
bc,1,26,0.29598861932754517,0.0
bc,1,27,0.324543833732605,0.0
bc,1,28,0.3116007149219513,0.0
bc,1,29,0.3289877772331238,0.0
bc,1,30,0.31455284357070923,0.0
bc,1,31,0.29707857966423035,0.0
bc,1,32,0.3095066249370575,0.0
bc,1,33,0.2956399917602539,0.0
bc,1,34,0.3203429877758026,0.0
bc,1,35,0.3043624758720398,0.0
bc,1,36,0.30150550603866577,0.0
bc,1,37,0.29759037494659424,0.0
bc,1,38,0.33129727840423584,0.0
bc,1,39,0.29577839374542236,0.0
bc,1,40,0.28635406494140625,0.0
bc,1,41,0.2830743193626404,0.0
bc,1,42,0.28443410992622375,0.0
bc,1,43,0.2904357612133026,0.0
bc,1,44,0.2968367040157318,0.0
bc,1,45,0.311303049325943,0.0
bc,1,46,0.2859082818031311,0.0
bc,1,47,0.27466148138046265,0.0
bc,1,48,0.29095083475112915,0.0
bc,1,49,0.2910430431365967,0.0
bc,1,50,0.29553791880607605,0.0
bc,1,51,0.2647506296634674,0.0
bc,1,52,0.28132668137550354,0.0
bc,1,53,0.296804279088974,0.0
bc,1,54,0.2778174877166748,0.0
bc,1,55,0.2773744761943817,0.0
bc,1,56,0.2932330071926117,0.0
bc,1,57,0.28093859553337097,0.0
bc,1,58,0.29100701212882996,0.0
bc,1,59,0.2706959843635559,0.0
bc,1,60,0.2901776134967804,0.0
bc,1,61,0.2842963635921478,0.0
bc,1,62,0.3089892566204071,0.0
bc,1,63,0.25510939955711365,0.0
bc,1,64,0.27646708488464355,0.0
bc,1,65,0.2859653830528259,0.0
bc,1,66,0.2923441231250763,0.0
bc,1,67,0.2927626073360443,0.0
bc,1,68,0.28449395298957825,0.0
bc,1,69,0.2798556983470917,0.0
bc,1,70,0.2710574269294739,0.0
bc,1,71,0.29402419924736023,0.0
bc,1,72,0.2662295401096344,0.0
bc,1,73,0.28106391429901123,0.0
bc,1,74,0.2534225285053253,0.0
bc,1,75,0.2572859227657318,0.0
bc,1,76,0.2788809537887573,0.0
bc,1,77,0.2647562325000763,0.0
bc,1,78,0.2904362380504608,0.0
bc,1,79,0.27859315276145935,0.0
bc,1,80,0.27407050132751465,0.0
bc,1,81,0.26368090510368347,0.0
bc,1,82,0.2713121771812439,0.0
bc,1,83,0.26833146810531616,0.0
bc,1,84,0.25887632369995117,0.0
bc,1,85,0.26873478293418884,0.0
bc,1,86,0.28254058957099915,0.0
bc,1,87,0.27324584126472473,0.0
bc,1,88,0.24738284945487976,0.0
bc,1,89,0.27288001775741577,0.0
bc,1,90,0.2652049958705902,0.0
bc,1,91,0.2738255262374878,0.0
bc,1,92,0.2578123211860657,0.0
bc,1,93,0.25860726833343506,0.0
bc,1,94,0.24718625843524933,0.0
bc,1,95,0.26711031794548035,0.0
bc,1,96,0.25575876235961914,0.0
bc,1,97,0.27970266342163086,0.0
bc,1,98,0.25538063049316406,0.0
bc,1,99,0.274080753326416,0.0
bc,1,100,0.26652178168296814,0.0
bc,1,101,0.28168487548828125,0.0
bc,1,102,0.2576049864292145,0.0
bc,1,103,0.25583943724632263,0.0
bc,1,104,0.263506680727005,0.0
bc,1,105,0.26426249742507935,0.0
bc,1,106,0.2550250291824341,0.0
bc,1,107,0.2471950352191925,0.0
bc,1,108,0.24722714722156525,0.0
bc,1,109,0.23711135983467102,0.0
bc,1,110,0.26933524012565613,0.0
bc,1,111,0.26129740476608276,0.0
bc,1,112,0.2561449408531189,0.0
bc,1,113,0.2368219494819641,0.0
bc,1,114,0.236984521150589,0.0
bc,1,115,0.2461387813091278,0.0
bc,1,116,0.2481538951396942,0.0
bc,1,117,0.2548855245113373,0.0
bc,1,118,0.2355974167585373,0.0
bc,1,119,0.2482316792011261,0.0
bc,1,120,0.26459774374961853,0.0
bc,1,121,0.2540709972381592,0.0
bc,1,122,0.25530537962913513,0.0
bc,1,123,0.26339903473854065,0.0
bc,1,124,0.242399200797081,0.0
bc,1,125,0.2484835386276245,0.0
bc,1,126,0.22629177570343018,0.0
bc,1,127,0.2311832159757614,0.0
bc,1,128,0.24468830227851868,0.0
bc,1,129,0.24446004629135132,0.0
bc,1,130,0.24258831143379211,0.0
bc,1,131,0.2405080646276474,0.0
bc,1,132,0.24275028705596924,0.0
bc,1,133,0.2562839388847351,0.0
bc,1,134,0.23433326184749603,0.0
bc,1,135,0.23919938504695892,0.0
bc,1,136,0.2345401793718338,0.0
bc,1,137,0.25160470604896545,0.0
bc,1,138,0.24377208948135376,0.0
bc,1,139,0.24018968641757965,0.0
bc,1,140,0.22773624956607819,0.0
bc,1,141,0.2583461403846741,0.0
bc,1,142,0.24327775835990906,0.0
bc,1,143,0.24414265155792236,0.0
bc,1,144,0.24771589040756226,0.0
bc,1,145,0.2427658885717392,0.0
bc,1,146,0.24895110726356506,0.0
bc,1,147,0.2293732762336731,0.0
bc,1,148,0.24293984472751617,0.0
bc,1,149,0.24060645699501038,0.0
bc,1,150,0.26134154200553894,0.0
bc,1,151,0.22032365202903748,0.0
bc,1,152,0.2395327240228653,0.0
bc,1,153,0.22513411939144135,0.0
bc,1,154,0.2487565279006958,0.0
bc,1,155,0.23548169434070587,0.0
bc,1,156,0.23256438970565796,0.0
bc,1,157,0.23451009392738342,0.0
bc,1,158,0.22476224601268768,0.0
bc,1,159,0.21843920648097992,0.0
bc,1,160,0.2490704506635666,0.0
bc,1,161,0.22882427275180817,0.0
bc,1,162,0.2191353738307953,0.0
bc,1,163,0.23088820278644562,0.0
bc,1,164,0.23441551625728607,0.0
bc,1,165,0.24199920892715454,0.0
bc,1,166,0.23912324011325836,0.0
bc,1,167,0.22626549005508423,0.0
bc,1,168,0.25281035900115967,0.0
bc,1,169,0.2405737191438675,0.0
bc,1,170,0.22967667877674103,0.0
bc,1,171,0.2412692755460739,0.0
bc,1,172,0.24108636379241943,0.0
bc,1,173,0.22418956458568573,0.0
bc,1,174,0.22297394275665283,0.0
bc,1,175,0.21711552143096924,0.0
bc,1,176,0.2016344517469406,0.0
bc,1,177,0.22287309169769287,0.0
bc,1,178,0.23607347905635834,0.0
bc,1,179,0.21999838948249817,0.0
bc,1,180,0.22691980004310608,0.0
bc,1,181,0.23451460897922516,0.0
bc,1,182,0.25629571080207825,0.0
bc,1,183,0.2102278769016266,0.0
bc,1,184,0.23538562655448914,0.0
bc,1,185,0.22917130589485168,0.0
bc,1,186,0.204654723405838,0.0
bc,1,187,0.23872990906238556,0.0
bc,1,188,0.23617962002754211,0.0
bc,1,189,0.18779513239860535,0.0
bc,1,190,0.21012461185455322,0.0
bc,1,191,0.22813595831394196,0.0
bc,1,192,0.21856240928173065,0.0
bc,1,193,0.233907088637352,0.0
bc,1,194,0.2333540916442871,0.0
bc,1,195,0.23170626163482666,0.0
bc,1,196,0.21080009639263153,0.0
bc,1,197,0.2079329639673233,0.0
bc,1,198,0.23124204576015472,0.0
bc,1,199,0.2571607232093811,0.0
bc,1,200,0.21895509958267212,0.0
bc,1,201,0.21471267938613892,0.0
bc,1,202,0.21683038771152496,0.0
bc,1,203,0.2282898724079132,0.0
bc,1,204,0.2048618197441101,0.0
bc,1,205,0.22895722091197968,0.0
bc,1,206,0.20703306794166565,0.0
bc,1,207,0.20463170111179352,0.0
bc,1,208,0.22786813974380493,0.0
bc,1,209,0.21081511676311493,0.0
bc,1,210,0.21547459065914154,0.0
bc,1,211,0.21277748048305511,0.0
bc,1,212,0.20413048565387726,0.0
bc,1,213,0.20818080008029938,0.0
bc,1,214,0.22695258259773254,0.0
bc,1,215,0.23584912717342377,0.0
bc,1,216,0.22226090729236603,0.0
bc,1,217,0.23010341823101044,0.0
bc,1,218,0.22770261764526367,0.0
bc,1,219,0.20574349164962769,0.0
bc,1,220,0.2265380620956421,0.0
bc,1,221,0.21763306856155396,0.0
bc,1,222,0.21344685554504395,0.0
bc,1,223,0.21089303493499756,0.0
bc,1,224,0.20857927203178406,0.0
bc,1,225,0.24127033352851868,0.0
bc,1,226,0.22567860782146454,0.0
bc,1,227,0.2178148329257965,0.0
bc,1,228,0.19779860973358154,0.0
bc,1,229,0.23637360334396362,0.0
bc,1,230,0.21591199934482574,0.0
bc,1,231,0.2284976840019226,0.0
bc,1,232,0.2209777981042862,0.0
bc,1,233,0.22379541397094727,0.0
bc,1,234,0.20840102434158325,0.0
bc,1,235,0.21721342206001282,0.0
bc,1,236,0.23238767683506012,0.0
bc,1,237,0.22872862219810486,0.0
bc,1,238,0.22261358797550201,0.0
bc,1,239,0.2089831680059433,0.0
bc,1,240,0.21036161482334137,0.0
bc,1,241,0.22362059354782104,0.0
bc,1,242,0.1992417424917221,0.0
bc,1,243,0.2069157510995865,0.0
bc,1,244,0.21806807816028595,0.0
bc,1,245,0.21541166305541992,0.0
bc,1,246,0.21112702786922455,0.0
bc,1,247,0.21072977781295776,0.0
bc,1,248,0.20136091113090515,0.0
bc,1,249,0.1845584660768509,0.0
bc,2,0,0.36237257719039917,0.0
bc,2,1,0.3610096275806427,0.0
bc,2,2,0.3651038110256195,0.0
bc,2,3,0.36154788732528687,0.0
bc,2,4,0.3495328426361084,0.0
bc,2,5,0.35281336307525635,0.0
bc,2,6,0.3449934124946594,0.0
bc,2,7,0.35499706864356995,0.0
bc,2,8,0.3586274981498718,0.0
bc,2,9,0.34328514337539673,0.0
bc,2,10,0.34891366958618164,0.0
bc,2,11,0.34031856060028076,0.0
bc,2,12,0.332969069480896,0.0
bc,2,13,0.3144364655017853,0.0
bc,2,14,0.3363006114959717,0.0
bc,2,15,0.3326774835586548,0.0
bc,2,16,0.33802345395088196,0.0
bc,2,17,0.3201924264431,0.0
bc,2,18,0.32840603590011597,0.0
bc,2,19,0.298435240983963,0.0
bc,2,20,0.30565178394317627,0.0
bc,2,21,0.3145964443683624,0.0
bc,2,22,0.3002224564552307,0.0
bc,2,23,0.3226599097251892,0.0
bc,2,24,0.3166370391845703,0.0
bc,2,25,0.2957044243812561,0.0
bc,2,26,0.30892524123191833,0.0
bc,2,27,0.30217403173446655,0.0
bc,2,28,0.320538729429245,0.0
bc,2,29,0.2825635075569153,0.0
bc,2,30,0.2922215461730957,0.0
bc,2,31,0.30992430448532104,0.0
bc,2,32,0.28777483105659485,0.0
bc,2,33,0.304110050201416,0.0
bc,2,34,0.2972992956638336,0.0
bc,2,35,0.275867760181427,0.0
bc,2,36,0.28933706879615784,0.0
bc,2,37,0.28620749711990356,0.0
bc,2,38,0.3112356662750244,0.0
bc,2,39,0.27990296483039856,0.0
bc,2,40,0.28445056080818176,0.0
bc,2,41,0.27677077054977417,0.0
bc,2,42,0.3060518801212311,0.0
bc,2,43,0.30998432636260986,0.0
bc,2,44,0.3000636100769043,0.0
bc,2,45,0.2672942280769348,0.0
bc,2,46,0.2984887361526489,0.0
bc,2,47,0.29037079215049744,0.0
bc,2,48,0.31562453508377075,0.0
bc,2,49,0.28814366459846497,0.0
bc,2,50,0.29584792256355286,0.0
bc,2,51,0.26646700501441956,0.0
bc,2,52,0.31541866064071655,0.0
bc,2,53,0.30444449186325073,0.0
bc,2,54,0.279398113489151,0.0
bc,2,55,0.28059396147727966,0.0
bc,2,56,0.2811497449874878,0.0
bc,2,57,0.27734309434890747,0.0
bc,2,58,0.2683759927749634,0.0
bc,2,59,0.2871054708957672,0.0
bc,2,60,0.26553887128829956,0.0
bc,2,61,0.272238165140152,0.0
bc,2,62,0.2773866355419159,0.0
bc,2,63,0.2941092252731323,0.0
bc,2,64,0.28094154596328735,0.0
bc,2,65,0.2652796506881714,0.0
bc,2,66,0.2769600450992584,0.0
bc,2,67,0.2696269452571869,0.0
bc,2,68,0.2724274694919586,0.0
bc,2,69,0.2976435422897339,0.0
bc,2,70,0.2909325659275055,0.0
bc,2,71,0.2487320601940155,0.0
bc,2,72,0.29568013548851013,0.0
bc,2,73,0.2724599838256836,0.0
bc,2,74,0.2744198441505432,0.0
bc,2,75,0.2759609818458557,0.0
bc,2,76,0.27334967255592346,0.0
bc,2,77,0.26729655265808105,0.0
bc,2,78,0.2661822438240051,0.0
bc,2,79,0.2407807558774948,0.0
bc,2,80,0.25481024384498596,0.0
bc,2,81,0.27268868684768677,0.0
bc,2,82,0.25990796089172363,0.0
bc,2,83,0.2663848102092743,0.0
bc,2,84,0.2416381537914276,0.0
bc,2,85,0.2584167420864105,0.0
bc,2,86,0.2519288659095764,0.0
bc,2,87,0.24958758056163788,0.0
bc,2,88,0.24971909821033478,0.0
bc,2,89,0.2607453167438507,0.0
bc,2,90,0.2635810077190399,0.0
bc,2,91,0.24478775262832642,0.0
bc,2,92,0.2506246864795685,0.0
bc,2,93,0.26027482748031616,0.0
bc,2,94,0.27332085371017456,0.0
bc,2,95,0.23779252171516418,0.0
bc,2,96,0.25324517488479614,0.0
bc,2,97,0.24435865879058838,0.0
bc,2,98,0.25367262959480286,0.0
bc,2,99,0.25515028834342957,0.0
bc,2,100,0.2495904117822647,0.0
bc,2,101,0.24625784158706665,0.0
bc,2,102,0.25963830947875977,0.0
bc,2,103,0.23756065964698792,0.0
bc,2,104,0.25097569823265076,0.0
bc,2,105,0.22551515698432922,0.0
bc,2,106,0.2512019872665405,0.0
bc,2,107,0.2323300689458847,0.0
bc,2,108,0.24181562662124634,0.0
bc,2,109,0.2353205382823944,0.0
bc,2,110,0.2656056880950928,0.0
bc,2,111,0.23655377328395844,0.0
bc,2,112,0.2520270347595215,0.0
bc,2,113,0.25210726261138916,0.0
bc,2,114,0.24884802103042603,0.0
bc,2,115,0.22011366486549377,0.0
bc,2,116,0.23832552134990692,0.0
bc,2,117,0.2397383600473404,0.0
bc,2,118,0.2771598696708679,0.0
bc,2,119,0.24883094429969788,0.0
bc,2,120,0.2411801517009735,0.0
bc,2,121,0.2516208291053772,0.0
bc,2,122,0.23698702454566956,0.0
bc,2,123,0.2483137845993042,0.0
bc,2,124,0.24064356088638306,0.0
bc,2,125,0.23790237307548523,0.0
bc,2,126,0.25467365980148315,0.0
bc,2,127,0.23633794486522675,0.0
bc,2,128,0.2330785095691681,0.0
bc,2,129,0.23243367671966553,0.0
bc,2,130,0.23728689551353455,0.0
bc,2,131,0.23628439009189606,0.0
bc,2,132,0.2313932180404663,0.0
bc,2,133,0.2353743612766266,0.0
bc,2,134,0.23935085535049438,0.0
bc,2,135,0.22974418103694916,0.0
bc,2,136,0.23313236236572266,0.0
bc,2,137,0.23375239968299866,0.0
bc,2,138,0.22389115393161774,0.0
bc,2,139,0.2275884449481964,0.0
bc,2,140,0.2358563095331192,0.0
bc,2,141,0.24263806641101837,0.0
bc,2,142,0.2389407753944397,0.0
bc,2,143,0.22456440329551697,0.0
bc,2,144,0.23427480459213257,0.0
bc,2,145,0.22340843081474304,0.0
bc,2,146,0.22914305329322815,0.0
bc,2,147,0.22231969237327576,0.0
bc,2,148,0.22925615310668945,0.0
bc,2,149,0.23978537321090698,0.0
bc,2,150,0.23731060326099396,0.0
bc,2,151,0.2178128957748413,0.0
bc,2,152,0.21825580298900604,0.0
bc,2,153,0.2267826497554779,0.0
bc,2,154,0.23989784717559814,0.0
bc,2,155,0.22562476992607117,0.0
bc,2,156,0.24016161262989044,0.0
bc,2,157,0.2406781166791916,0.0
bc,2,158,0.22208261489868164,0.0
bc,2,159,0.21378956735134125,0.0
bc,2,160,0.22369253635406494,0.0
bc,2,161,0.21180540323257446,0.0
bc,2,162,0.24230565130710602,0.0
bc,2,163,0.2251731902360916,0.0
bc,2,164,0.23722213506698608,0.0
bc,2,165,0.23447871208190918,0.0
bc,2,166,0.2335328757762909,0.0
bc,2,167,0.20389854907989502,0.0
bc,2,168,0.23432855308055878,0.0
bc,2,169,0.24377116560935974,0.0
bc,2,170,0.20272697508335114,0.0
bc,2,171,0.2379041612148285,0.0
bc,2,172,0.24120083451271057,0.0
bc,2,173,0.20215100049972534,0.0
bc,2,174,0.2204892486333847,0.0
bc,2,175,0.22854727506637573,0.0
bc,2,176,0.20412597060203552,0.0
bc,2,177,0.1993829309940338,0.0
bc,2,178,0.20630621910095215,0.0
bc,2,179,0.21613942086696625,0.0
bc,2,180,0.23050031065940857,0.0
bc,2,181,0.24201561510562897,0.0
bc,2,182,0.24548205733299255,0.0
bc,2,183,0.2296333611011505,0.0
bc,2,184,0.20036819577217102,0.0
bc,2,185,0.22401954233646393,0.0
bc,2,186,0.2213386446237564,0.0
bc,2,187,0.21665744483470917,0.0
bc,2,188,0.23058833181858063,0.0
bc,2,189,0.24335861206054688,0.0
bc,2,190,0.21997958421707153,0.0
bc,2,191,0.22517213225364685,0.0
bc,2,192,0.22284668684005737,0.0
bc,2,193,0.20621873438358307,0.0
bc,2,194,0.20591379702091217,0.0
bc,2,195,0.22802354395389557,0.0
bc,2,196,0.22974379360675812,0.0
bc,2,197,0.23010289669036865,0.0
bc,2,198,0.22925598919391632,0.0
