scenario,family,episode,steps,raw_hard_safety_cost,raw_soft_operation_cost,projected_hard_safety_cost,projected_soft_operation_cost,mean_projection_distance_l2,mean_weighted_projection_distance,mean_solve_time_ms,p95_solve_time_ms,intervention_rate,fallback_rate
load_up_20,load,7,24.0,308.25430138562473,0.0,1.2315427433406967e-07,30.622736587373332,2.1491276919841766,1.8711948514798422,44.60535416666615,47.41713499999847,1.0,1.0
load_up_20,load,8,24.0,316.4907100298342,0.0,2.7099204658043163e-08,33.37082090265056,2.1244208961725235,1.8429170310440683,45.002675000001,49.83310500000151,1.0,1.0
load_up_20,load,9,24.0,293.1399044667803,0.0,0.0,40.810902774988044,2.0628914584716163,1.773660548508402,44.70531250000024,48.66223999999946,1.0,1.0
load_up_20,load,10,24.0,322.2231373896084,0.0,4.1060690580962955e-07,32.946600040022595,2.3722439209620156,2.110137833814305,44.76662083333357,48.559955000001054,1.0,1.0
load_up_20,load,11,24.0,336.30070132981314,0.0,0.0,78.50021878035368,2.5552498499552407,2.2582170472325718,45.22778749999941,53.03937000000118,1.0,1.0
renewable_down_20,renewable,0,24.0,281.48704787854626,0.0,4.46849641733138e-08,33.74284321347439,2.0111173192660012,1.7124341435826684,45.860408333333304,49.37117500000063,1.0,1.0
renewable_down_20,renewable,1,24.0,301.4485736711333,0.0,9.768204645155265e-08,32.60942958075947,2.111176366607348,1.8288435273781092,44.21547916666668,46.588475000001495,1.0,1.0
renewable_down_20,renewable,2,24.0,307.69406157068846,0.0,2.436274995076815e-07,27.91070198783531,2.1903022627035775,1.917459902907705,43.96911249999954,47.26884999999683,1.0,1.0
renewable_down_20,renewable,3,24.0,409.3666434865,0.0,3.3011417954753597e-07,1.319227266563713,2.569632828235626,2.334060251118256,44.45775416666701,48.005264999997976,1.0,1.0
renewable_down_20,renewable,4,24.0,340.91517770380335,0.0,1.1864934279515182e-07,62.21910104995139,2.553478310505549,2.252788896840068,43.01946249999963,44.75654499999813,1.0,1.0
renewable_down_20,renewable,5,24.0,349.2839104117455,0.0,0.0,58.182411734784715,2.5552498499552407,2.2582170472325718,43.26180416666591,45.398284999999916,1.0,1.0
renewable_down_20,renewable,6,24.0,308.8126420566769,0.0,1.484035898613456e-07,27.698698311498323,2.1913097302118936,1.9186861284421404,44.03106249999963,49.27086999999978,1.0,1.0
renewable_down_20,renewable,7,24.0,273.2104061703533,0.0,0.0,53.18959382964676,2.0,1.7320508075688774,45.86570416666665,50.173310000002395,1.0,1.0
renewable_down_20,renewable,8,24.0,269.7919488851893,0.0,0.0,56.914190030889024,2.0,1.7320508075688774,46.82200833333432,51.57758000000072,1.0,1.0
renewable_down_20,renewable,9,24.0,262.345345468375,0.0,0.0,64.05465453162503,2.0,1.7320508075688774,43.83841666666773,49.8611750000041,1.0,1.0
renewable_down_20,renewable,10,24.0,288.519281158007,0.0,2.4532748277295013e-07,36.753986836854445,2.047398408253988,1.7543838496612019,45.786012499999806,49.64470500000182,1.0,1.0
renewable_down_20,renewable,11,24.0,295.36512867669614,0.0,0.0,38.40517184008591,2.092202916741371,1.8075988858959189,43.27651249999912,46.31278999999999,1.0,1.0
cold_wave,weather,0,24.0,321.8588098481829,0.0,8.658657790761026e-07,28.46866295435843,2.2427895267804465,1.97281356684155,44.198324999999386,47.76985999999929,1.0,1.0
cold_wave,weather,1,24.0,346.8107170889167,0.0,2.526814615322337e-07,28.104975961412393,2.434028059244156,2.1802149863685574,45.98734583333345,49.11913499999869,1.0,1.0
cold_wave,weather,2,24.0,354.61757696336053,0.0,1.0398903960151529e-07,29.297039705482778,2.464731365442276,2.2032323432435614,44.385383333332015,49.8827300000002,1.0,1.0
cold_wave,weather,3,24.0,477.2324403510418,0.0,3.849585898391263,15.12069512723801,2.977704028288523,2.7592665780951466,44.13664166666731,47.10758000000013,1.0,1.0
cold_wave,weather,4,24.0,396.98084934355336,0.0,5.88140256496672e-08,15.694998621612537,2.6017278134822845,2.3600964428963134,44.33262083333301,49.17348000000352,1.0,1.0
cold_wave,weather,5,24.0,407.82958976951454,0.0,4.231999763959493e-07,3.0021733875741203,2.5843908389409385,2.3497794392645215,44.71114166666664,49.48649000000031,1.0,1.0
cold_wave,weather,6,24.0,355.2398162669947,0.0,7.434134730033293e-08,48.56187582319407,2.5524317920207977,2.2515631952094886,43.836833333334255,47.656684999999754,1.0,1.0
cold_wave,weather,7,24.0,311.5130077129415,0.0,3.936408514704226e-07,16.507253672740163,2.2299370815356574,1.9599880803354879,44.52912916666622,49.41572499999082,1.0,1.0
cold_wave,weather,8,24.0,308.77705180922885,0.0,3.287384151562378e-07,18.288306142195996,2.2193240374326706,1.9475904749934239,45.502129166667515,49.9177450000019,1.0,1.0
cold_wave,weather,9,24.0,297.9316818354687,0.0,1.6104127542604374e-07,34.695667247416374,2.1171088367700577,1.836026206510209,43.56046250000094,46.26413000000724,1.0,1.0
cold_wave,weather,10,24.0,330.6491014475087,0.0,3.321960004853963e-07,26.93947923046388,2.3600759456555047,2.1028003817159022,43.20552500000119,44.847095000003634,1.0,1.0
cold_wave,weather,11,24.0,338.6408522957923,0.0,3.831785466701376e-07,33.008198500259866,2.425201823314031,2.170528552565472,45.06029999999939,49.65399499998923,1.0,1.0
equipment_degradation,equipment,0,24.0,281.48704787854626,0.0,2.55197960541409e-07,33.742843134904845,2.0204700231552124,1.7239356087915334,45.48963750000172,50.35461500000196,1.0,1.0
equipment_degradation,equipment,1,24.0,301.4485736711333,0.0,1.1675548350353893e-07,36.01520899358361,2.1327303598324456,1.8545195284313134,45.886054166665836,51.393054999999066,1.0,1.0
equipment_degradation,equipment,2,24.0,307.69406157068846,0.0,2.359529389650561e-07,33.545524718255244,2.2231608380874,1.9558261767420635,45.38128333333268,49.4149949999894,1.0,1.0
equipment_degradation,equipment,3,24.0,407.53723283347364,0.0,4.01639752567462e-07,1.319227266563713,2.573178639014562,2.337842510475818,46.649816666665934,48.34643000000227,1.0,1.0
equipment_degradation,equipment,4,24.0,340.91517770380335,0.0,0.0,62.219101110115986,2.5541430513064065,2.2535653058064957,44.89859166666755,48.64186999999731,1.0,1.0
equipment_degradation,equipment,5,24.0,349.0441823629947,0.0,0.0,58.182411734784715,2.5552498499552407,2.2582170472325718,43.64510000000029,48.44110999999386,1.0,1.0
equipment_degradation,equipment,6,24.0,308.5850691181185,0.0,2.7480612629915413e-07,40.41394972365199,2.239266261458397,1.9683861878898383,46.279358333332965,50.187019999999194,1.0,1.0
equipment_degradation,equipment,7,24.0,273.2104061703533,0.0,0.0,53.18959382964676,2.0,1.7320508075688774,45.01706249999889,47.53753499999931,1.0,1.0
equipment_degradation,equipment,8,24.0,269.75021848217494,0.0,0.0,56.914190030889024,2.0,1.7320508075688774,45.2819249999988,48.89804499999073,1.0,1.0
equipment_degradation,equipment,9,24.0,262.345345468375,0.0,0.0,64.05465453162503,2.0,1.7320508075688774,47.548179166665726,55.01569499999803,1.0,1.0
equipment_degradation,equipment,10,24.0,288.519281158007,0.0,1.562380349540149e-07,43.087818621138126,2.0816296140352883,1.7965835299333133,50.05257083333644,58.50345500000529,1.0,1.0
equipment_degradation,equipment,11,24.0,295.28514155896033,0.0,0.0,44.65644515176589,2.1141220331192017,1.8331200933457108,46.21112083333342,50.58771499999324,1.0,1.0
compound_stress,compound,0,24.0,321.8588098481829,0.0,4.96034097352549e-07,36.41319767625565,2.343772917985916,2.0855844914043025,46.200487499999575,52.978124999999196,1.0,1.0
compound_stress,compound,1,24.0,346.8107170889167,0.0,0.0,56.679675248247506,2.5538028478622437,2.253168164136026,45.30460416666789,48.904449999998434,1.0,1.0
compound_stress,compound,2,24.0,354.8857086751982,0.0,0.0,52.373991518917606,2.5552498499552407,2.2582170472325718,44.07967916666777,47.60360499999905,1.0,1.0
compound_stress,compound,3,24.0,503.48907779507147,0.0,3.849585898391263,15.12069512723801,2.977704028288523,2.7592665780951466,45.06825416666694,48.41620999999563,1.0,1.0
compound_stress,compound,4,24.0,416.37551765260537,0.0,5.88140256496672e-08,15.694998621612537,2.6017278134822845,2.3600964428963134,45.56739583333306,48.75697500000129,1.0,1.0
compound_stress,compound,5,24.0,431.1998887548748,0.0,4.231999763959493e-07,3.0021733875741203,2.5843908389409385,2.3497794392645215,43.482954166667184,47.673760000009224,1.0,1.0
compound_stress,compound,6,24.0,364.41144603996406,0.0,0.0,51.751752215283446,2.5552498499552407,2.2582170472325718,44.5071333333343,47.50561000000175,1.0,1.0
compound_stress,compound,7,24.0,317.4081258113614,0.0,3.936408514704226e-07,16.507253672740163,2.2299370815356574,1.9599880803354879,44.4092041666669,48.10569500000312,1.0,1.0
compound_stress,compound,8,24.0,322.9036146108825,0.0,4.999776122005528e-07,18.288306111327568,2.2179212123155594,1.945929142126096,44.697783333335884,48.17265500000616,1.0,1.0
compound_stress,compound,9,24.0,299.9684400042852,0.0,4.8189336077086864e-08,40.493907700823456,2.134894832968712,1.856432607936026,43.84338750000023,47.28613999999638,1.0,1.0
compound_stress,compound,10,24.0,330.6491014475087,0.0,2.8803708751468093e-07,32.40965127728472,2.412867193420728,2.1501241131303943,42.47954999999948,45.73640499999171,1.0,1.0
compound_stress,compound,11,24.0,342.6420289760213,0.0,0.0,69.81307920944016,2.5552498499552407,2.2582170472325718,43.92532500000061,47.66778499999872,1.0,1.0
load_up_35,load_extreme,0,24.0,338.0075146360375,0.0,4.6252562846405e-07,24.633324435560297,2.3974000215530396,2.1444425628256063,43.293208333332466,45.21806999999569,1.0,1.0
load_up_35,load_extreme,1,24.0,373.2407976444402,0.0,0.0,42.035994026248176,2.5552498499552407,2.2582170472325718,42.71596666666551,46.85178500000759,1.0,1.0
load_up_35,load_extreme,2,24.0,397.6764300724248,0.0,2.2502820584691108e-07,4.851137167189834,2.4533695727586746,2.207474618286339,43.78047500000133,47.40829500000601,1.0,1.0
load_up_35,load_extreme,3,24.0,563.458945600578,0.0,12.279047474611577,11.779016071580001,3.0971185763676963,2.8650077252294177,43.987216666666974,46.33584999999485,1.0,1.0
load_up_35,load_extreme,4,24.0,469.1257559712972,0.0,5.713099184845305e-07,1.4453652779202564,2.6263057788213096,2.39513029243987,44.27316666666551,47.03276500000513,1.0,1.0
load_up_35,load_extreme,5,24.0,482.399816858808,0.0,7.96830345706212e-07,0.6070494141895963,2.6774153411388397,2.4500468674029467,45.34980833333376,47.785194999997316,1.0,1.0
load_up_35,load_extreme,6,24.0,416.0396165393837,0.0,2.4835374912157704e-07,4.749392372166472,2.4557516227165856,2.2101911982225904,45.60104166666613,49.592804999993234,1.0,1.0
load_up_35,load_extreme,7,24.0,342.7449404765503,0.0,0.0,80.15752015230127,2.5552498499552407,2.2582170472325718,43.20089166666522,45.83600000000061,1.0,1.0
load_up_35,load_extreme,8,24.0,352.93631002012603,0.0,0.0,80.88572502397831,2.522588094075521,2.2272660919582368,43.58108333333337,46.32219000000006,1.0,1.0
load_up_35,load_extreme,9,24.0,324.3312405967444,0.0,5.173417569892536e-07,16.48111177964632,2.2031393945217133,1.9284984796361062,45.64143750000168,49.01070499999847,1.0,1.0
load_up_35,load_extreme,10,24.0,350.78730115800226,0.0,5.936868507916415e-08,50.40117782319946,2.5405334134896598,2.237601656051675,45.11775000000048,50.41325999999913,1.0,1.0
load_up_35,load_extreme,11,24.0,381.0938377327272,0.0,0.0,52.4388000676131,2.5552498499552407,2.2582170472325718,49.679145833334104,55.37394000000049,1.0,1.0
cold_wave_extreme,weather_extreme,0,24.0,362.23057181781945,0.0,1.1857622972399895e-07,18.320708954461494,2.390404631694158,2.1321183213220603,48.890670833332685,55.30603000000056,1.0,1.0
cold_wave_extreme,weather_extreme,1,24.0,392.1728605066999,0.0,2.40651765182065e-09,22.673484485434763,2.636299322048823,2.3561312591204238,45.625358333336294,49.290210000006596,1.0,1.0
cold_wave_extreme,weather_extreme,2,24.0,401.5410923560327,0.0,4.8153852461041424e-08,18.481884914650458,2.6528175274531045,2.3847055697867288,43.87318749999972,47.8201200000008,1.0,1.0
cold_wave_extreme,weather_extreme,3,24.0,545.8737754943246,0.0,41.5696246984809,9.553953128156282,3.212648202975591,2.9469986560994434,43.97482916666462,46.64151499999747,1.0,1.0
cold_wave_extreme,weather_extreme,4,24.0,452.4998204227994,0.0,0.5907396920977348,3.9642058702327176e-07,2.8326444029808044,2.6102396343036918,44.38108333333387,46.5525800000087,1.0,1.0
cold_wave_extreme,weather_extreme,5,24.0,465.0318789563879,0.0,2.2347949709090695,17.935736508559373,2.9427361289660134,2.7261843011977844,43.144525000001245,44.83839500000144,1.0,1.0
cold_wave_extreme,weather_extreme,6,24.0,402.45342268635795,0.0,7.684193370494086e-08,17.827103638090307,2.6536410252253213,2.385626757352099,43.37382499999916,46.738880000001615,1.0,1.0
cold_wave_extreme,weather_extreme,7,24.0,349.8156092555299,0.0,2.782796642009089e-07,26.94287414296193,2.439229965209961,2.1859917455763234,43.623499999999524,46.95101999999807,1.0,1.0
cold_wave_extreme,weather_extreme,8,24.0,345.9856506512037,0.0,3.75157560128514e-07,28.537835966752592,2.440304751197497,2.1815352289938894,44.73537500000072,50.19947999999346,1.0,1.0
cold_wave_extreme,weather_extreme,9,24.0,333.5180182025624,0.0,3.6209865150738096e-07,28.486344088577322,2.403778518239657,2.1522024493757357,43.095845833334444,45.30783499999416,1.0,1.0
cold_wave_extreme,weather_extreme,10,24.0,372.77892173701053,0.0,2.558965661592083e-07,7.321675573571964,2.468035717805227,2.2237837326302756,43.11009166666816,45.461475000002594,1.0,1.0
cold_wave_extreme,weather_extreme,11,24.0,382.0765501503599,0.0,1.378191765155634e-07,8.357197935936886,2.491850346326828,2.249838381658639,45.86546666666595,50.19115500000879,1.0,1.0
compound_extreme,compound_extreme,0,24.0,378.3792766056741,0.0,2.28636672261473e-07,7.890214197111555,2.483604848384857,2.2408696548611746,43.89040833333269,46.7712149999997,1.0,1.0
compound_extreme,compound_extreme,1,24.0,435.9855437880764,0.0,1.9371295323367121e-07,13.847601672954418,2.654414802789688,2.4125347907178694,44.6265666666695,47.786999999992474,1.0,1.0
compound_extreme,compound_extreme,2,24.0,454.7467031178403,0.0,2.3184720276958615e-07,2.5647162391917053,2.6400550305843353,2.409934338982724,43.34655000000017,46.150085000009256,1.0,1.0
compound_extreme,compound_extreme,3,24.0,634.3714042327389,0.0,63.68800818676905,5.4047599626020215,3.211574375629425,2.9580464923380703,43.5556249999974,46.581990000004225,1.0,1.0
compound_extreme,compound_extreme,4,24.0,524.403996581893,0.0,4.150336307489356,17.187257486171,2.9833143254121146,2.765235680836046,44.014483333336095,47.66120500000852,1.0,1.0
compound_extreme,compound_extreme,5,24.0,534.629979271186,0.0,6.924313757327123,17.622139561361777,3.0831362505753837,2.8458971644162125,43.392925000000325,45.48437000000405,1.0,1.0
compound_extreme,compound_extreme,6,24.0,466.2996894120882,0.0,2.2729954274325337e-07,2.171659527740327,2.6415810187657676,2.411588918420524,45.13870416666658,47.4795149999963,1.0,1.0
compound_extreme,compound_extreme,7,24.0,397.5649621006795,0.0,1.2320304954016592e-07,19.32522705437431,2.4548695385456085,2.2140953661475664,43.51399583333423,48.045545000002214,1.0,1.0
compound_extreme,compound_extreme,8,24.0,390.1077803690956,0.0,0.0,47.81427253170058,2.5552498499552407,2.2582170472325718,45.262116666666685,50.49009500001346,1.0,1.0
compound_extreme,compound_extreme,9,24.0,360.2172968268043,0.0,0.0,59.2390157328782,2.5552498499552407,2.2582170472325718,46.94122916666762,52.7062949999987,1.0,1.0
compound_extreme,compound_extreme,10,24.0,400.69193338300914,0.0,5.294287674928455e-08,25.138576675041882,2.639309734106064,2.3594491328217746,46.17412500000029,51.60163000001602,1.0,1.0
compound_extreme,compound_extreme,11,24.0,434.75412011834584,0.0,2.0324014471384544e-07,16.143815515416804,2.6070422430833182,2.365828831804381,44.62962499999416,48.51131999999296,1.0,1.0
